"ensembl_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","hgnc_symbol","description","gene_biotype"
"ENSG00000004660",466.697090309871,-0.166953446743044,0.172522363128156,0.0878475414851711,0.390794262684054,"CAMKK1","RNA binding motif protein 6","protein_coding"
"ENSG00000004700",2761.88036449043,-0.127090076870005,0.154118133719413,0.155722296614617,0.508560003469109,"RECQL","calcium/calmodulin dependent protein kinase kinase 1","protein_coding"
"ENSG00000004766",1142.9906363957,-0.0468499285473158,0.110669789630704,0.559264425728617,0.851903413747915,"VPS50","RecQ like helicase","protein_coding"
"ENSG00000004776",994.831539722801,-0.023124620782934,0.156760741626471,0.485801184437656,0.813761621851245,"HSPB6","VPS50 subunit of EARP/GARPII complex","protein_coding"
"ENSG00000004777",168.091985884767,0.0937175433777366,0.162185112667234,0.232240974404538,0.61225937418665,"ARHGAP33","heat shock protein family B (small) member 6","protein_coding"
"ENSG00000004779",1153.12707689202,0.186041729985854,0.152326751391905,0.062284875914547,0.329662225633043,"NDUFAB1","Rho GTPase activating protein 33","protein_coding"
"ENSG00000004799",124.186861833868,-0.00625863464969274,0.146519483958015,0.908456134082865,0.985454018053269,"PDK4","NADH:ubiquinone oxidoreductase subunit AB1","protein_coding"
"ENSG00000004809",61.5164311552372,0.0175663344809571,0.15902315463852,0.22047295156932,0.597450673288115,"SLC22A16","pyruvate dehydrogenase kinase 4","protein_coding"
"ENSG00000004838",26.9804297824175,-0.0361281448675922,0.154210992376928,0.475701014537195,0.806968253761909,"ZMYND10","solute carrier family 22 member 16","protein_coding"
"ENSG00000004846",19.758144596722,-0.0245808652276859,0.158992392154648,0.309909719333738,0.686248545663451,"ABCB5","zinc finger MYND-type containing 10","protein_coding"
"ENSG00000004864",806.174795365552,-0.0654799793343414,0.154236922461403,0.352118133248507,0.723408371054978,"SLC25A13","ATP binding cassette subfamily B member 5","protein_coding"
"ENSG00000004866",533.138656810649,-0.0578617217423794,0.09368695046769,0.444849041631545,0.788647459640662,"ST7","solute carrier family 25 member 13","protein_coding"
"ENSG00000004897",4123.23332347708,-0.0816118522214045,0.130602072846408,0.329673358555087,0.705353081904992,"CDC27","suppression of tumorigenicity 7","protein_coding"
"ENSG00000004948",8.82091349671179,0.0159932928601301,0.158823837854132,0.250760582650863,0.632468097258029,"CALCR","cell division cycle 27","protein_coding"
"ENSG00000004961",988.484673024391,0.229808362280055,0.181939263447952,0.0374859894511526,0.256735109914508,"HCCS","calcitonin receptor","protein_coding"
"ENSG00000004975",1556.56733598781,-0.108656137735776,0.169605105193278,0.171787491940739,0.532250458018477,"DVL2","holocytochrome c synthase","protein_coding"
"ENSG00000005001",6.26941427818495,-0.0144244085445485,0.158314460405136,0.309501355450127,NA,"PRSS22","dishevelled segment polarity protein 2","protein_coding"
"ENSG00000005007",2997.62754014099,-0.203943079879546,0.119991208140426,0.0272541758875068,0.216813070866286,"UPF1","serine protease 22","protein_coding"
"ENSG00000005020",3529.01822414958,0.321054767031796,0.135640659357334,0.00263348190393602,0.0552360637304728,"SKAP2","UPF1 RNA helicase and ATPase","protein_coding"
"ENSG00000005022",4365.94139169267,-0.0453073164918423,0.136818102547909,0.5305941245026,0.837580725107675,"SLC25A5","src kinase associated phosphoprotein 2","protein_coding"
"ENSG00000005059",895.579623559007,-0.130219119625877,0.157025466168892,0.152172107975083,0.503682728899443,"MCUB","solute carrier family 25 member 5","protein_coding"
"ENSG00000005073",272.411217237722,-0.0292704621062155,0.159684446315488,0.279397383788644,0.658675606740966,"HOXA11","mitochondrial calcium uniporter dominant negative subunit beta","protein_coding"
"ENSG00000005075",362.798093198203,-0.0414266710295517,0.146103660115346,0.529720433782728,0.837342392530898,"POLR2J","homeobox A11","protein_coding"
"ENSG00000005100",934.53742500651,-0.167398120257223,0.160862296606902,0.0838125767881234,0.382871569587692,"DHX33","RNA polymerase II subunit J","protein_coding"
"ENSG00000005108",17.1638596575679,0.0137929415790262,0.156808725458929,0.584389346964537,0.864444024625854,"THSD7A","DEAH-box helicase 33","protein_coding"
"ENSG00000005156",758.22773492156,-0.0437150915199383,0.139015641886707,0.550871215585394,0.847231923254588,"LIG3","thrombospondin type 1 domain containing 7A","protein_coding"
"ENSG00000005175",1349.05103053828,-0.0639782610304728,0.13164941644346,0.427141979193237,0.77540324223118,"RPAP3","DNA ligase 3","protein_coding"
"ENSG00000005187",34.6575547469232,-0.0713971800715897,0.177361550556328,0.0641776807355273,0.336321004170399,"ACSM3","RNA polymerase II associated protein 3","protein_coding"
"ENSG00000005189",134.119725492724,-0.0686150846184279,0.15768055061481,0.309198160485899,0.685837094776677,"REXO5","acyl-CoA synthetase medium chain family member 3","protein_coding"
"ENSG00000005194",1016.1775291309,-0.0658114269825087,0.125058017680963,0.418621293353605,0.769383152211359,"CIAPIN1","RNA exonuclease 5","protein_coding"
"ENSG00000005206",1160.25475717869,0.241034033589649,0.178481056714764,0.0308545997018986,0.231634662772847,"SPPL2B","cytokine induced apoptosis inhibitor 1","protein_coding"
"ENSG00000005238",2641.51974936449,0.442963670773897,0.201940217600119,0.00218701853846373,0.0493563511258277,"ATOSB","signal peptide peptidase like 2B","protein_coding"
"ENSG00000005243",1958.77756180583,0.0828217577768691,0.168047961655642,0.221117847143153,0.597985021030923,"COPZ2","atos homolog B","protein_coding"
"ENSG00000005249",243.802073736109,-0.104326775924591,0.204401617442019,0.0278350908365258,0.219411707759687,"PRKAR2B","COPI coat complex subunit zeta 2","protein_coding"
"ENSG00000005302",1409.13010229762,0.0444834455952318,0.089169673860435,0.5483232534952,0.846524642234895,"MSL3","protein kinase cAMP-dependent type II regulatory subunit beta","protein_coding"
"ENSG00000005339",2491.72886062561,-0.458812884935666,0.143704608254573,0.00012692848849575,0.0071434722624844,"CREBBP","MSL complex subunit 3","protein_coding"
"ENSG00000005379",158.932346740423,-0.0200027440757221,0.152866401335765,0.659877918528348,0.897636063621883,"TSPOAP1","CREB binding protein","protein_coding"
"ENSG00000005381",106.488906954795,-0.0244852511382265,0.158980974531967,0.307199558098486,0.683411538406674,"MPO","TSPO associated protein 1","protein_coding"
"ENSG00000005436",517.472448671707,-0.199795846057047,0.203948233734257,0.0589522140323596,0.320916798646566,"GCFC2","myeloperoxidase","protein_coding"
"ENSG00000005448",208.871229652736,0.126222392818293,0.146567567288676,0.16500406923722,0.523115650080593,"WDR54","GC-rich sequence DNA-binding factor 2","protein_coding"
"ENSG00000005469",602.418009053667,-0.17407851246594,0.144658770078066,0.0723072826756273,0.356882830681269,"CROT","WD repeat domain 54","protein_coding"
"ENSG00000005471",48.8738289415378,-1.6642311685733,0.767266134242549,0.000765862696900029,0.02500714196977,"ABCB4","carnitine O-octanoyltransferase","protein_coding"
"ENSG00000005483",3492.90459492313,-0.188488931501466,0.0842767573317886,0.00978822812570421,0.124061122148095,"KMT2E","ATP binding cassette subfamily B member 4","protein_coding"
"ENSG00000005486",1629.14220005738,-0.0574096148466753,0.100448381600694,0.46396796359186,0.800522659938703,"RHBDD2","lysine methyltransferase 2E (inactive)","protein_coding"
"ENSG00000005513",7.06692209527787,0.0210092414955224,0.159505126088814,0.15392307565394,NA,"SOX8","rhomboid domain containing 2","protein_coding"
"ENSG00000005700",4672.16609071493,-0.0132307039936805,0.110225595906657,0.881535651209777,0.977570424477745,"IBTK","SRY-box transcription factor 8","protein_coding"
"ENSG00000005801",598.701839230213,0.298269096485286,0.155183192919448,0.00800777640086097,0.109093129992503,"ZNF195","inhibitor of Bruton tyrosine kinase","protein_coding"
"ENSG00000005810",3859.27207865698,-0.312847225090815,0.268448146819317,0.0172149946079689,0.170881733110892,"MYCBP2","zinc finger protein 195","protein_coding"
"ENSG00000005812",1639.14485044998,-0.00813053693832627,0.103264438441459,0.896408424116357,0.982275490266731,"FBXL3","MYC binding protein 2","protein_coding"
"ENSG00000005844",974.588322334406,-0.00456287643114658,0.15410550836124,0.882927172287316,0.97792579178356,"ITGAL","F-box and leucine rich repeat protein 3","protein_coding"
"ENSG00000005882",496.712874914152,0.0380539965100668,0.119783612438278,0.618044838859996,0.878999259913738,"PDK2","integrin subunit alpha L","protein_coding"
"ENSG00000005884",6462.81684066185,0.029308302525263,0.152373303284981,0.59501451070004,0.869163914896544,"ITGA3","pyruvate dehydrogenase kinase 2","protein_coding"
"ENSG00000005889",1085.53797953275,0.008323100893049,0.135720684169886,0.903803126426072,0.98394330512395,"ZFX","integrin subunit alpha 3","protein_coding"
"ENSG00000005893",15424.3866409469,-0.0243696656390716,0.12464095682931,0.709420239760442,0.918950220510274,"LAMP2","zinc finger protein X-linked","protein_coding"
"ENSG00000005961",8.19171857968446,0.0482585509829656,0.165837103727872,0.122215697152687,0.454689563498457,"ITGA2B","lysosomal associated membrane protein 2","protein_coding"
"ENSG00000006007",2699.46537230492,-0.0142024623134745,0.114554081647767,0.856276870290062,0.9688557324933,"GDE1","integrin subunit alpha 2b","protein_coding"
"ENSG00000006015",860.623699446665,0.107119940028023,0.129057231319207,0.221951009817448,0.598897587836776,"REX1BD","glycerophosphodiester phosphodiesterase 1","protein_coding"
"ENSG00000006016",3760.04575380856,-0.0641980294525223,0.174670633303504,0.0455938956194046,0.283157154357385,"CRLF1","required for excision 1-B domain containing","protein_coding"
"ENSG00000006025",403.903698875272,0.058905730396467,0.151001829886281,0.393710431262354,0.752380094414887,"OSBPL7","cytokine receptor like factor 1","protein_coding"
"ENSG00000006042",2051.47551353726,0.00381971881521908,0.144963568091841,0.946636016200542,0.990077206583664,"TMEM98","oxysterol binding protein like 7","protein_coding"
"ENSG00000006062",828.906808201107,0.0436655963005987,0.138448302059821,0.560122695421727,0.852188416756485,"MAP3K14","transmembrane protein 98","protein_coding"
"ENSG00000006118",625.507779747189,0.00515213911691794,0.145162714691888,0.93349346341374,0.990077206583664,"TMEM132A","mitogen-activated protein kinase kinase kinase 14","protein_coding"
"ENSG00000006125",8591.3922679426,-0.160909175778566,0.115864955847387,0.0670445719814811,0.342591555035145,"AP2B1","transmembrane protein 132A","protein_coding"
"ENSG00000006194",423.373613075032,-0.0528632366024494,0.111931413928318,0.514381303708854,0.829620682254527,"ZNF263","adaptor related protein complex 2 subunit beta 1","protein_coding"
"ENSG00000006210",9.56280255199318,-0.0287141466419216,0.157661331237168,0.412044326853987,0.765044222273117,"CX3CL1","zinc finger protein 263","protein_coding"
"ENSG00000006282",2991.9184665674,0.111893102610975,0.166509616831567,0.191530580873352,0.559825352675305,"SPATA20","C-X3-C motif chemokine ligand 1","protein_coding"
"ENSG00000006283",11.981837737205,-0.0318455156162813,0.158061670739236,0.380559935932409,0.745127879147079,"CACNA1G","spermatogenesis associated 20","protein_coding"
"ENSG00000006327",4637.0566475965,0.0529344737006602,0.155347914606164,0.38357529499684,0.747380494593725,"TNFRSF12A","calcium voltage-gated channel subunit alpha1 G","protein_coding"
"ENSG00000006377",41.6288647987561,-0.0158837131434457,0.153858797702502,0.684194408623482,0.908580422569025,"DLX6","TNF receptor superfamily member 12A","protein_coding"
"ENSG00000006432",8.56563854541295,-0.0166754715999647,0.157404997984609,0.491641484474,0.816414091600645,"MAP3K9","distal-less homeobox 6","protein_coding"
"ENSG00000006451",3106.24206841987,0.0012980591218713,0.127114315777879,0.988402656559615,0.997065911397079,"RALA","mitogen-activated protein kinase kinase kinase 9","protein_coding"
"ENSG00000006453",371.996455348924,0.281317907048475,0.394765323418615,0.0232713548344829,0.198790149194004,"BAIAP2L1","RAS like proto-oncogene A","protein_coding"
"ENSG00000006459",1832.83320068603,-0.0694322889014355,0.167751426514046,0.210853680372464,0.586957050032226,"KDM7A","BAR/IMD domain containing adaptor protein 2 like 1","protein_coding"
"ENSG00000006468",669.400355537021,-0.0753751515979512,0.178667739697792,0.0803860555481744,0.376212211952273,"ETV1","lysine demethylase 7A","protein_coding"
"ENSG00000006530",239.719902876559,-0.166494398426882,0.179876087094488,0.0903062496424658,0.396896166293364,"AGK","ETS variant transcription factor 1","protein_coding"
"ENSG00000006534",2806.19509799571,0.0162110840689506,0.142841896251509,0.802769384136959,0.951467094122079,"ALDH3B1","acylglycerol kinase","protein_coding"
"ENSG00000006555",1.47077802464854,-0.00491646374034693,0.157727534800999,0.669558466549566,NA,"TTC22","aldehyde dehydrogenase 3 family member B1","protein_coding"
"ENSG00000006576",2601.13376538269,0.0367979668890856,0.124388688334556,0.643189944476162,0.891191082941892,"PHTF2","tetratricopeptide repeat domain 22","protein_coding"
"ENSG00000006606",32.1633300713536,1.90252011640878,0.458686974188329,1.44802322297075e-06,0.000259685543873067,"CCL26","putative homeodomain transcription factor 2","protein_coding"
"ENSG00000006607",1276.8309878844,-0.241506479088391,0.208419681376449,0.0354777453105168,0.249486884174305,"FARP2","C-C motif chemokine ligand 26","protein_coding"
"ENSG00000006625",537.20652388572,-0.0811705346242373,0.114146216520227,0.32676913633649,0.702957061810289,"GGCT","FERM, ARH/RhoGEF and pleckstrin domain protein 2","protein_coding"
"ENSG00000006634",404.690796046768,-0.312598335544713,0.555991546490941,0.0161096959366005,0.165031040001738,"DBF4","gamma-glutamylcyclotransferase","protein_coding"
"ENSG00000006638",64.4738702763844,0.00829001796856828,0.143646446875769,0.892646366781088,0.981341909541412,"TBXA2R","DBF4-CDC7 kinase regulatory subunit","protein_coding"
"ENSG00000006652",495.014360757517,0.0557979892258878,0.145158352069965,0.443413426664658,0.787396449622617,"IFRD1","thromboxane A2 receptor","protein_coding"
"ENSG00000006695",450.146167860812,-0.0130771100125351,0.123658314277875,0.864622912350594,0.972244751651618,"COX10","interferon related developmental regulator 1","protein_coding"
"ENSG00000006704",802.042796313129,0.0879329430592005,0.109621528058659,0.286661764409623,0.6662670892178,"GTF2IRD1","cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10","protein_coding"
"ENSG00000006712",1576.81837678966,-0.0847409925120185,0.141642838310625,0.301527195996421,0.678623428445995,"PAF1","GTF2I repeat domain containing 1","protein_coding"
"ENSG00000006715",4123.10436290114,0.0303519023460566,0.125470057285679,0.699814295284025,0.914769026098641,"VPS41","PAF1 homolog, Paf1/RNA polymerase II complex component","protein_coding"
"ENSG00000006740",131.551756961414,-0.0385583109840915,0.15612578309121,0.430107419518778,0.777306189453354,"ARHGAP44","VPS41 subunit of HOPS complex","protein_coding"
"ENSG00000006744",2080.96671894934,-0.0197512354433929,0.125393484367408,0.801818490707979,0.951467094122079,"ELAC2","Rho GTPase activating protein 44","protein_coding"
"ENSG00000006747",343.567999164653,3.24605769068171,0.749575050900645,5.64391205883384e-07,0.000124730456500228,"SCIN","elaC ribonuclease Z 2","protein_coding"
"ENSG00000006756",703.708209650454,-0.0215241426140807,0.143365382099913,0.730868462503547,0.927868300733737,"ARSD","scinderin","protein_coding"
"ENSG00000006757",261.070303333388,0.00230566164176566,0.130822244622375,0.976276396009032,0.99392198582085,"PNPLA4","arylsulfatase D","protein_coding"
"ENSG00000006788",1.11233319388939,0.000556807619660342,0.157858095111164,0.921936093187077,NA,"MYH13","patatin like domain 4, phospholipase and triacylglycerol lipase ","protein_coding"
"ENSG00000006831",2986.29141959232,-0.11463617502364,0.0968568233328754,0.142479614422806,0.489018100865547,"ADIPOR2","myosin heavy chain 13","protein_coding"
"ENSG00000006837",13.0774517244232,0.0387760047343297,0.158486859944824,0.365770937203,0.733322372385525,"CDKL3","adiponectin receptor 2","protein_coding"
"ENSG00000007001",1.7863655404079,0.0184696847644957,0.159393216120342,0.0797929994379048,NA,"UPP2","cyclin dependent kinase like 3","protein_coding"
"ENSG00000007038",24.6041805262922,0.0156441883271744,0.158783348495978,0.258599922478822,0.640197999314993,"PRSS21","uridine phosphorylase 2","protein_coding"
"ENSG00000007047",1147.91274099056,0.0295736373317235,0.113591046532393,0.712118523855548,0.920129696271024,"MARK4","serine protease 21","protein_coding"
"ENSG00000007080",990.93318530482,-0.123794838975749,0.132103169712662,0.165437200838038,0.523115650080593,"CCDC124","microtubule affinity regulating kinase 4","protein_coding"
"ENSG00000007168",6318.88467365554,0.00190696185978039,0.106356831210686,0.985418855949373,0.996689206694323,"PAFAH1B1","coiled-coil domain containing 124","protein_coding"
"ENSG00000007202",7178.59235285283,-0.0708473309983629,0.104527371433097,0.375134882369239,0.740140918703903,"BLTP2","platelet activating factor acetylhydrolase 1b regulatory subunit 1","protein_coding"
"ENSG00000007237",2570.62644732473,-0.0428242373083829,0.162271231782127,0.231792346604427,0.611699563880213,"GAS7","bridge-like lipid transfer protein family member 2","protein_coding"
"ENSG00000007255",208.85565387965,-0.0220900773106409,0.149394493604419,0.676762662219854,0.904313004331824,"TRAPPC6A","growth arrest specific 7","protein_coding"
"ENSG00000007264",904.958414907279,0.0172672565424666,0.15910908926636,0.131241081273626,0.470164263469385,"MATK","trafficking protein particle complex subunit 6A","protein_coding"
"ENSG00000007312",5.24289524398577,-0.0125856268068151,0.158027197522255,0.393444984795803,NA,"CD79B","megakaryocyte-associated tyrosine kinase","protein_coding"
"ENSG00000007341",332.082441834295,-0.0274984731289333,0.132402261168944,0.702798618941756,0.915494272846865,"ST7L","CD79b molecule","protein_coding"
"ENSG00000007376",488.834570489453,-0.011987009990568,0.119253309873691,0.877278757925055,0.975759261714715,"RPUSD1","suppression of tumorigenicity 7 like","protein_coding"
"ENSG00000007384",2081.49488934146,0.0986067077880572,0.144426123883947,0.248619093964184,0.630842231982489,"RHBDF1","RNA pseudouridine synthase domain containing 1","protein_coding"
"ENSG00000007392",1529.91689500128,0.156053459020315,0.198779860038936,0.0947165231958155,0.406116547531778,"LUC7L","rhomboid 5 homolog 1","protein_coding"
"ENSG00000007402",31.0019945619507,0.11630803099375,0.21512765736322,0.031234474254476,0.233063787243324,"CACNA2D2","LUC7 like","protein_coding"
"ENSG00000007516",7.90471912389147,-0.00426105558690628,0.155846094982522,0.868262677860913,0.97307554271403,"BAIAP3","calcium voltage-gated channel auxiliary subunit alpha2delta 2","protein_coding"
"ENSG00000007520",881.132293867612,-0.0638377619923025,0.131934701963831,0.428640966922544,0.775774653207865,"TSR3","BAI1 associated protein 3","protein_coding"
"ENSG00000007541",826.150723267456,0.196419841032715,0.130599794719345,0.0394274881982675,0.263853000039212,"PIGQ","TSR3 ribosome maturation factor","protein_coding"
"ENSG00000007545",396.39084350917,-0.105960685112907,0.119026957741742,0.21471118995845,0.591786491928066,"CRAMP1","phosphatidylinositol glycan anchor biosynthesis class Q","protein_coding"
"ENSG00000007866",1147.19088187937,0.0469475188492666,0.152219344928612,0.446695999445332,0.790288361944389,"TEAD3","cramped chromatin regulator homolog 1","protein_coding"
"ENSG00000007923",1051.94934100105,-0.0200855147184579,0.110628710260935,0.799965913589221,0.951335601975758,"DNAJC11","TEA domain transcription factor 3","protein_coding"
"ENSG00000007933",301.234518357967,0.0432470761094618,0.16272427704752,0.221419607187047,0.59817622561772,"FMO3","DnaJ heat shock protein family (Hsp40) member C11","protein_coding"
"ENSG00000007944",636.393420294936,-0.0378722326579538,0.150002717385608,0.52426347490102,0.835060540911421,"MYLIP","flavin containing dimethylaniline monoxygenase 3","protein_coding"
"ENSG00000007952",5.97666921052998,0.0018673650334313,0.154523700257528,0.956575721719524,NA,"NOX1","myosin regulatory light chain interacting protein","protein_coding"
"ENSG00000007968",158.647856593982,-0.0692838674500974,0.174802572032224,0.0943000541243263,0.405626769722535,"E2F2","NADPH oxidase 1","protein_coding"
"ENSG00000008018",3032.8711080334,-0.0231663648352623,0.126193602111463,0.72326842426284,0.925558843880447,"PSMB1","E2F transcription factor 2","protein_coding"
